acctid,state,zip,rollout,cobal,collscr,cs,accessscr,lnacscr,bureauscr,eaglemod,numcalls,numrpcs
3907,NC,28216,Discover,1566,01015801,1,0.5487,-0.6,94,39,143,5
3908,FL,33024,Chase,3784,04013128,4,0.3754,-0.98,115,94,64,1
3909,WA,98225,Wells,17091,10010937,10,0.3707,-0.99,131,32,10,1
3910,CA,91706,Bank_Of_Am,3976,03013589,3,0.4873,-0.72,106,56,81,3
3911,CA,91306,Wells,1939,02013990,2,0.6182,-0.48,99,8,60,6
3912,NJ,07503,Discover,3864,04013031,4,0.3028,-1.19,136,34,50,5
3913,TX,78648,Associates,4739,03013412,3,0.0289,-3.54,113,62,61,2
3914,CA,93647,Wells,3088,06012630,6,0.3840,-0.96,100,12,1,1
3915,OR,97136,Bank_Of_Am,10620,01015471,1,0.1126,-2.18,104,83,14,2
3916,TX,77365,Wells,3398,01015642,1,0.4832,-0.73,95,95,46,8
3917,TX,75146,Wells,1853,09012010,9,0.7412,-0.3,129,7,186,3
3918,TX,75093,Discover,4606,10011862,10,0.5836,-0.54,120,56,119,2
3919,PA,18072,Bank_Of_Am,5577,03013524,3,0.9612,-0.04,103,5,85,1
3920,FL,32159,Discover,5477,07012429,7,0.3653,-1.01,125,72,45,7
3921,GA,30032,Discover,3449,05012997,5,0.5182,-0.66,120,76,52,2
3922,TX,75180,Discover,3739,09011960,9,0.6954,-0.36,71,40,50,1
3923,FL,33325,Associates,5280,01019355,1,0.6532,-0.43,140,46,126,2
3924,MD,21863,Discover,3688,05922753,5,0.3766,-0.98,109,98,60,5
3925,TX,75474,Chase_Rev,3370,10011506,10,0.1422,-1.95,128,60,30,1
3926,NV,89110,Bank_Of_Am,1933,10011844,10,0.2708,-1.31,123,86,2,1
3927,OH,43319,Associates,5190,07012481,7,0.0588,-2.83,133,33,37,1
3928,MA,02721,Discover,1714,02014595,2,0.0564,-2.87,112,95,41,1
3929,CT,06074,Associates,467,03013441,3,0.1237,-2.09,138,83,191,2
3930,PA,16801,Associates,832,08000000,8,0.8979,-0.11,111,22,128,1
3931,RI,02914,Discover,2760,03013426,3,0.6167,-0.48,134,64,103,9
3932,MA,01970,Discover,2297,04013270,4,0.8701,-0.14,135,39,112,1
3933,CA,90744,Bank_Of_Am,2135,09012075,9,0.3492,-1.05,130,8,14,1
3934,IL,62201,Discover,3367,05012820,5,0.0587,-2.84,114,63,115,1
3935,WA,99207,Chase_Rev,5267,06012597,6,0.7127,-0.34,133,30,50,1
3936,CA,92649,Associates,1103,06012612,6,0.2096,-1.56,141,72,44,2
3937,PA,18321,Bank_Of_Am,2479,05012815,5,0.6322,-0.46,116,46,24,3
3938,CA,92653,Wells,6648,03013334,3,0.6466,-0.44,119,52,91,1
3939,PA,17042,Associates,5613,06012677,6,0.4526,-0.79,104,97,72,1
3940,CA,92154,Associates,2805,06012642,6,0.5778,-0.55,98,91,132,4
3941,CA,93618,Wells,2364,01016811,1,0.9321,-0.07,141,66,79,1
3942,CA,95828,Discover,2789,04013193,4,0.6434,-0.44,98,43,61,1
3943,MD,21122,Chase,1153,05013005,5,0.8380,-0.18,125,3,18,2
3944,WY,82935,Discover,4170,01927172,1,0.0845,-2.47,133,86,313,3
3945,TX,79703,Discover,4314,10011404,10,0.3483,-1.05,88,78,6,2
3946,MI,49082,Wells,2058,01019540,1,0.3060,-1.18,134,24,102,8
3947,WA,98444,Bank_Of_Am,992,01019265,1,0.9665,-0.03,117,34,291,4
3948,CA,95324,Chase,2314,05012862,5,0.5898,-0.53,111,74,45,7
3949,PA,15906,Bank_Of_Am,2383,06012653,6,0.2069,-1.58,120,77,121,6
3950,CA,94014,Discover,2093,05012838,5,0.4267,-0.85,129,71,40,1
3951,CA,92683,Wells,4257,09012023,9,0.9451,-0.06,118,84,6,1
3952,LA,70570,Discover,1948,03013311,3,0.3135,-1.16,105,48,66,1
3953,MO,64801,Associates,4936,09011964,9,0.4612,-0.77,134,7,25,5
3954,CA,90807,Bank_Of_Am,4638,01019187,1,0.1991,-1.61,137,81,93,3
3955,PA,17403,Bank_Of_Am,5015,01015717,1,0.8875,-0.12,123,97,126,8
3956,AZ,85636,Associates,3868,08012236,8,0.4104,-0.89,112,93,185,1
3957,IL,61821,Associates,2538,01016741,1,0.5611,-0.58,94,58,128,1
3958,CA,94590,Wells,2201,01015310,1,0.4294,-0.85,133,74,11,5
3959,SC,29180,Discover,3397,06012699,6,0.6776,-0.39,147,81,96,4
3960,IN,46407,Chase,4503,05012847,5,0.5344,-0.63,135,93,103,1
3961,CA,91723,Wells,1753,01015478,1,0.6585,-0.42,135,90,73,1
3962,PA,15926,Associates,2576,01014934,1,0.6265,-0.47,139,7,73,4
3963,CA,92104,Discover,5583,10011531,10,0.9562,-0.04,130,99,6,3
3964,NC,27516,Bank_Of_Am,1956,01014975,1,0.5006,-0.69,134,68,100,2
3965,LA,70501,Discover,2056,03013497,3,0.9527,-0.05,138,57,75,2
3966,GA,30314,Discover,4861,05012781,5,0.9417,-0.06,136,71,39,3
3967,TX,78411,Associates,1424,05012816,5,0.6096,-0.49,105,91,34,1
3968,OK,73118,Discover,4823,05012881,5,0.7948,-0.23,96,42,35,9
3969,OR,97218,Chase,4561,04013287,4,0.4315,-0.84,107,26,14,3
3970,NY,10458,Wells,3001,02014622,2,0.8934,-0.11,101,85,89,1
3971,GA,30577,Discover,3357,01014870,1,0.9106,-0.09,130,31,57,3
3972,TX,78222,Discover,1193,08012329,8,0.8503,-0.16,123,90,188,1
3973,NY,11419,Associates,2554,04013283,4,0.6632,-0.41,141,53,102,2
3974,CA,91941,Wells,981,05012780,5,0.4148,-0.88,113,57,4,2
3975,TN,37416,Discover,3129,05012852,5,0.2144,-1.54,126,86,21,1
3976,CA,92236,Wells,1092,06012739,6,0.7150,-0.34,123,29,68,8
3977,CA,92220,Wells,1449,07012530,7,0.7733,-0.26,108,99,13,1
3978,CA,96130,Wells,2521,03013480,3,0.5925,-0.52,129,86,12,3
3979,OH,44454,Discover,3953,03013500,3,0.3841,-0.96,136,84,34,1
3980,NY,10037,Chase,9821,06012638,6,0.2010,-1.6,118,11,69,1
3981,PA,15370,Discover,2170,01017266,1,0.6254,-0.47,137,27,240,3
3982,CA,92131,Wells,1347,05012965,5,0.9937,-0.01,100,56,26,2
3983,FL,32210,Discover,4256,01014964,1,0.3234,-1.13,136,19,42,1
3984,MA,02125,Discover,2977,01926711,1,0.1669,-1.79,149,98,76,5
3985,CA,95814,Wells,2220,03924014,3,0.1333,-2.02,134,43,53,9
3986,PA,15210,Bank_Of_Am,1111,08012148,8,0.1631,-1.81,130,80,127,1
3987,MA,01843,Associates,2558,05012924,5,0.1204,-2.12,124,19,27,2
3988,MD,21229,Discover,1403,08000000,8,0.8466,-0.17,142,59,61,5
3989,IL,60103,Wells,4333,06012760,6,0.9586,-0.04,118,24,38,1
3990,TN,37214,Associates,1353,04013176,4,0.2680,-1.32,139,65,142,1
3991,TN,37203,Discover,3981,08012312,8,0.2667,-1.32,147,68,44,7
3992,NY,10509,Bank_Of_Am,7425,02014652,2,0.2643,-1.33,135,31,248,2
3993,HI,96706,Bank_Of_Am,1427,01016827,1,0.6828,-0.38,92,95,80,2
3994,OR,97217,Bank_Of_Am,988,04013181,4,0.9149,-0.09,127,11,21,3
3995,TX,77478,Chase,5152,10011651,10,0.9662,-0.03,123,49,57,2
3996,NY,11212,Wells,2547,03013448,3,0.1873,-1.67,137,80,65,3
3997,CA,92648,Wells,1266,06012749,6,0.8946,-0.11,139,68,2,1
3998,TX,76067,Associates,828,04013112,4,0.4272,-0.85,100,46,31,1
3999,LA,70776,Discover,2509,04013165,4,0.3481,-1.06,146,87,85,1
4000,NY,10032,Chase_Rev,3189,03013307,3,0.5201,-0.65,103,54,53,2
4001,CT,06320,Chase,2782,03013449,3,0.8152,-0.2,107,20,72,2
4002,FL,33414,Associates,605,02014660,2,0.5593,-0.58,119,90,29,2
4003,CA,95823,Bank_Of_Am,471,08012328,8,0.5297,-0.64,123,64,56,1
4004,NC,27704,Discover,2228,02014649,2,0.6337,-0.46,106,76,172,6
4005,NJ,08854,Discover,1534,01015996,1,0.1873,-1.67,78,99,37,1
4006,OH,45315,Chase,6260,07012539,7,0.2681,-1.32,130,81,86,2
4007,CA,91101,Wells,4695,01019217,1,0.3118,-1.17,128,37,38,7
4008,TX,79007,Associates,6222,04013210,4,0.0328,-3.42,134,59,86,4
4009,CA,92399,Wells,5044,05922867,5,0.3370,-1.09,131,16,121,3
4010,AL,35077,Discover,2807,01019533,1,0.5309,-0.63,127,50,124,4
4011,CA,92503,Wells,2122,01015646,1,0.4354,-0.83,140,81,323,1
4012,FL,33021,Bank_Of_Am,1865,02013764,2,0.3579,-1.03,125,7,77,1
4013,NJ,07111,Associates,1096,01015913,1,0.7384,-0.3,140,16,43,1
4014,CA,90068,Discover,7048,01014871,1,0.6815,-0.38,141,36,124,6
4015,AR,72959,Associates,2723,08012226,8,0.6964,-0.36,91,88,33,5
4016,NY,11213,Discover,2573,01019525,1,0.0001,-9.82,123,45,151,12
4017,MI,48002,Bank_Of_Am,398,01017161,1,0.9279,-0.07,103,25,134,5
4018,CA,95531,Wells,3935,01019407,1,0.1045,-2.26,142,43,79,2
4019,AR,72932,Wells,1974,03013372,3,0.4646,-0.77,99,6,11,5
4020,WI,53222,Chase_Bony,4979,08921484,8,0.0587,-2.84,134,68,16,3
4021,VA,23518,Discover,1584,03013519,3,0.0171,-4.07,122,89,12,6
4022,CA,90744,Bank_Of_Am,2033,01015664,1,0.7623,-0.27,127,4,85,1
4023,CO,80504,Wells,7298,01015269,1,0.9572,-0.04,96,78,47,5
4024,MI,48238,Wells,2905,01019320,1,0.9797,-0.02,119,65,82,2
4025,MI,49264,Wells,3323,01015798,1,0.5119,-0.67,138,23,81,3
4026,NM,87305,Discover,1676,01016576,1,0.7948,-0.23,123,5,308,4
4027,CA,90305,Wells,1819,04013085,4,0.8484,-0.16,98,97,175,9
4028,MI,49286,Chase_Rev,5881,02014578,2,0.7737,-0.26,136,97,12,1
4029,WA,98902,Associates,1069,08000000,8,0.8158,-0.2,147,43,68,3
4030,MO,65203,Discover,4970,08012304,8,0.2188,-1.52,132,65,85,2
4031,KY,40108,Wells,2885,01019254,1,0.0785,-2.54,133,72,204,2
4032,AL,36301,Discover,1669,05012808,5,0.7209,-0.33,121,99,24,1
4033,TX,78630,Associates,4169,10011104,10,0.1100,-2.21,118,84,127,10
4034,IL,61832,Discover,2302,04013051,4,0.2669,-1.32,114,69,60,7
4035,AR,72003,Associates,951,06012691,6,0.7248,-0.32,134,78,144,1
4036,OH,44052,Associates,5671,01927691,1,0.4136,-0.88,118,31,30,6
4037,CA,93458,Wells,2066,08012339,8,0.1359,-2,114,10,26,1
4038,CA,91750,Wells,1159,06012576,6,0.7039,-0.35,133,56,91,2
4039,MD,21251,Discover,1694,05012781,5,0.8708,-0.14,107,55,88,1
4040,CA,92025,Wells,1855,02924828,2,0.0041,-5.49,121,32,27,5
4041,CA,90047,Wells,14045,05922766,5,0.6484,-0.43,89,58,48,21
4042,CA,90806,Wells,3687,07012441,7,0.3545,-1.04,132,41,417,1
4043,MA,01831,Discover,3931,05012882,5,0.7575,-0.28,135,75,53,1
4044,NY,12533,Associates,1642,05012854,5,0.0097,-4.64,137,61,73,2
4045,TX,75026,Associates,4619,10010151,10,0.8035,-0.22,110,62,29,3
4046,IL,60629,Bank_Of_Am,447,03013376,3,0.0723,-2.63,110,97,97,2
4047,TX,78228,Discover,2556,10011859,10,0.6574,-0.42,134,79,63,9
4048,FL,33444,Associates,2344,02014408,2,0.9466,-0.05,131,80,140,5
4049,IN,46234,Bank_Of_Am,3290,04013139,4,0.5257,-0.64,145,3,110,1
4050,CA,91911,Wells,2650,05012926,5,0.3072,-1.18,116,12,27,1
4051,MO,63304,Discover,1557,03013412,3,0.9065,-0.1,127,13,101,1
4052,CA,91101,Associates,3980,09011984,9,0.7858,-0.24,95,45,110,1
4053,CO,80634,Discover,2200,03013344,3,0.7644,-0.27,140,48,154,4
4054,PA,19020,Associates,2651,05012869,5,0.2453,-1.41,102,91,151,3
4055,CA,90245,Discover,3718,01016428,1,0.1794,-1.72,136,26,93,11
4056,GA,31061,Associates,3843,01016267,1,0.4929,-0.71,132,30,81,25
4057,FL,32328,Discover,3684,02014751,2,0.7504,-0.29,136,5,71,2
4058,SC,29550,Discover,2175,03013313,3,0.6609,-0.41,109,38,554,1
4059,NY,11226,Chase,4279,04013179,4,0.1187,-2.13,128,11,119,4
4060,VA,24592,Discover,1612,03013328,3,0.2751,-1.29,97,28,43,4
4061,NM,88401,Associates,949,04013117,4,0.0574,-2.86,143,67,53,1
4062,FL,34983,Discover,2396,03013327,3,0.5603,-0.58,132,98,8,2
4063,DC,20008,Bank_Of_Am,774,05012937,5,0.9794,-0.02,127,60,81,3
4064,FL,32073,Wells,4663,02014670,2,0.1555,-1.86,133,20,33,2
4065,TX,77096,Discover,1148,10011747,10,0.9141,-0.09,124,88,4,1
4066,PA,18708,Discover,4404,02014079,2,0.5469,-0.6,111,64,63,2
4067,IN,47905,Discover,2145,02014122,2,0.3857,-0.95,142,77,65,5
4068,TX,77503,Associates,2471,10011658,10,0.5958,-0.52,132,96,56,5
4069,PA,15206,Discover,2745,03013657,3,0.0674,-2.7,97,93,60,1
4070,MI,49332,Wells_FIB,3088,05012880,5,0.2539,-1.37,125,96,27,1
4071,MO,63114,Chase_Rev,1948,03013299,3,0.3155,-1.15,103,79,157,1
4072,TX,78210,Discover,3010,04013222,4,0.2959,-1.22,115,19,83,6
4073,NY,14224,Discover,9116,10011605,10,0.2409,-1.42,128,67,15,6
4074,PA,16001,Bank_Of_Am,8798,10920240,10,0.5423,-0.61,82,24,4,2
4075,TN,37802,Discover,3135,01016707,1,0.9747,-0.03,112,49,31,1
4076,FL,32324,Wells,1483,02013866,2,0.5232,-0.65,143,5,77,1
4077,FL,33511,Chase,1541,02013697,2,0.3067,-1.18,131,99,55,1
4078,CA,93637,Wells,1622,04013200,4,0.5507,-0.6,131,64,57,3
4079,AK,99705,Chase,11904,07921835,7,0.8416,-0.17,110,10,177,2
4080,NY,11102,Chase_Rev,1875,02014292,2,0.8906,-0.12,118,23,59,2
4081,SC,29803,Chase_Rev,2046,03013382,3,0.1002,-2.3,117,29,93,1
4082,CA,95482,Discover,1083,09012072,9,0.2410,-1.42,100,68,42,2
4083,CA,90260,Wells,1869,04013222,4,0.7531,-0.28,117,26,60,6
4084,OH,45741,Associates,3678,09012096,9,0.9586,-0.04,121,71,41,1
4085,NJ,07760,Associates,2268,03013441,3,0.0706,-2.65,134,66,36,1
4086,FL,32331,Associates,1738,01016346,1,0.6913,-0.37,119,53,23,4
4087,LA,70669,Discover,2856,04013241,4,0.9619,-0.04,110,89,55,2
4088,OH,43149,Discover,6741,02014456,2,0.5866,-0.53,91,44,94,4
4089,NY,11104,Bank_Of_Am,2138,02014400,2,0.2025,-1.6,124,59,185,1
4090,FL,33322,Discover,1676,02013685,2,0.3737,-0.98,95,70,50,2
4091,CA,90715,Bank_Of_Am,1291,04013223,4,0.0370,-3.3,127,7,73,5
4092,WA,99336,Associates,2092,08012169,8,0.9809,-0.02,128,58,14,10
4093,WV,26062,Associates,2687,09012067,9,0.8365,-0.18,119,22,2,1
4094,SC,29445,Discover,3416,01015555,1,0.3196,-1.14,95,94,108,2
4095,CA,92127,Discover,3685,01017820,1,0.5673,-0.57,115,50,116,2
4096,NY,11238,Bank_Of_Am,1645,05013001,5,0.3967,-0.92,140,25,48,2
4097,WI,54481,Bank_Of_Am,2465,03013443,3,0.8169,-0.2,132,55,51,2
4098,OH,44121,Discover,1561,04013027,4,0.5801,-0.54,82,74,41,1
4099,MI,49783,Discover,3014,04013279,4,0.6429,-0.44,105,47,242,1
4100,FL,33024,Wells,1551,02013832,2,0.7457,-0.29,123,18,72,1
4101,TX,75243,Wells,1811,09012016,9,0.9853,-0.01,128,90,53,7
4102,LA,70570,Discover,1466,07922040,7,0.2800,-1.27,97,95,261,4
4103,AL,35242,Bank_Of_Am,11018,01016340,1,0.7769,-0.25,138,84,114,2
4104,PA,19362,Associates,149,01015519,1,0.2514,-1.38,111,33,154,4
4105,OH,44231,Associates,7240,07012394,7,0.9697,-0.03,131,57,83,2
4106,NC,28715,Discover,7250,03013489,3,0.9333,-0.07,108,27,26,3
4107,CA,94134,Bank_Of_Am,1185,05012873,5,0.1319,-2.03,129,8,197,5
4108,VA,23661,Wells,2067,02013991,2,0.4638,-0.77,109,58,30,2
4109,FL,32313,Discover,1738,03013310,3,0.1283,-2.05,108,36,56,1
4110,CA,92551,Wells,2974,06012632,6,0.9412,-0.06,106,69,58,10
4111,CA,95651,Wells,1965,05012991,5,0.1156,-2.16,144,43,75,1
4112,MO,63123,Bank_Of_Am,5791,08012323,8,0.4504,-0.8,123,50,71,4
4113,TX,75035,Discover,3270,01018940,1,0.0704,-2.65,126,88,36,1
4114,NY,11716,Associates,4362,01017658,1,0.6731,-0.4,104,18,60,5
4115,CA,90815,Bank_Of_Am,1966,01019298,1,0.9398,-0.06,146,48,97,3
4116,NV,89110,Bank_Of_Am,10980,10011082,10,0.7244,-0.32,104,94,183,4
4117,OK,73108,Associates,1873,07012391,7,0.7879,-0.24,103,6,13,3
4118,FL,33813,Chase,1015,03013621,3,0.8680,-0.14,148,56,187,2
4119,OR,97202,Wells,1126,04013195,4,0.3391,-1.08,90,58,62,1
4120,TX,77532,Chase_Bony,7956,10011413,10,0.2976,-1.21,145,74,37,1
4121,NC,28052,Chase,1897,02014618,2,0.6352,-0.45,136,82,101,7
4122,CA,92115,Chase,5008,08012296,8,0.8296,-0.19,129,41,22,5
4123,CA,91761,Wells,1327,04013242,4,0.0160,-4.13,114,25,24,3
4124,CA,91510,Bank_Of_Am,7672,01018940,1,0.9767,-0.02,126,12,17,2
4125,FL,33460,Discover,5796,01016493,1,0.8214,-0.2,137,67,95,2
4126,KS,66112,Discover,2914,02013801,2,0.4864,-0.72,123,39,137,4
4127,NM,87327,Discover,1624,05012876,5,0.0176,-4.04,137,29,259,6
4128,HI,96701,Bank_Of_Am,1794,04013238,4,0.8847,-0.12,141,42,192,1
4129,CA,95060,Associates,1460,10011794,10,0.1356,-2,101,34,44,3
4130,NY,11431,Chase_Rev,1890,03013599,3,0.3140,-1.16,139,56,11,1
4131,TN,37209,Discover,2648,01015702,1,0.6956,-0.36,117,80,73,3
4132,TX,75701,Associates,7574,10011173,10,0.9652,-0.04,122,48,102,9
4133,FL,33912,Associates,1129,05012904,5,0.2331,-1.46,118,8,71,1
4134,LA,71457,Discover,1397,03923857,3,0.4090,-0.89,121,2,247,1
4135,AZ,85272,Wells_FIB,1075,08012182,8,0.8384,-0.18,136,18,62,4
4136,NY,14760,Associates,1292,04013132,4,0.4572,-0.78,96,13,32,2
4137,MN,55109,Associates,389,01014785,1,0.7878,-0.24,140,93,42,5
4138,AL,36037,Chase,967,04013138,4,0.7006,-0.36,91,10,175,1
4139,CT,06615,Discover,6617,07012362,7,0.6186,-0.48,131,76,24,5
4140,NY,11510,Associates,327,08000000,8,0.7981,-0.23,118,25,159,4
4141,NY,11236,Associates,969,04013057,4,0.6219,-0.48,110,61,147,8
4142,GA,30084,Chase,1178,03013347,3,0.9399,-0.06,140,48,101,2
4143,CA,92503,Bank_Of_Am,5825,08012313,8,0.9941,-0.01,117,3,9,1
4144,IL,60153,Discover,1589,06922191,6,0.2735,-1.3,134,10,72,6
4145,CA,94949,Wells,1823,02013828,2,0.2481,-1.39,117,36,58,5
4146,FL,33803,Discover,1532,02013944,2,0.5280,-0.64,108,44,29,1
4147,MA,02127,Chase,9551,09012106,9,0.4229,-0.86,104,27,149,1
4148,FL,32811,Discover,2997,02014612,2,0.3374,-1.09,105,45,97,2
4149,HI,96701,Discover,7424,07012481,7,0.5943,-0.52,126,54,71,1
4150,FL,32127,Discover,6626,10011773,10,0.6963,-0.36,135,9,12,3
4151,FL,33004,Chase,1806,02013867,2,0.7690,-0.26,125,33,33,3
4152,CA,90009,Discover,2225,08012184,8,0.9605,-0.04,123,12,4,1
4153,NY,12144,Discover,2433,04013121,4,0.1520,-1.88,128,71,74,2
4154,CA,90260,Wells,1380,07012498,7,0.2824,-1.26,106,87,62,4
4155,NY,11722,Discover,1634,05012948,5,0.9214,-0.08,119,36,46,2
4156,MI,49104,Discover,1653,02014501,2,0.7152,-0.34,114,46,42,1
4157,FL,34653,Wells,1916,05922938,5,0.8428,-0.17,133,75,27,1
4158,CA,90746,Wells,5737,02013952,2,0.9784,-0.02,100,92,42,1
4159,AZ,85233,Wells,1791,04013052,4,0.1152,-2.16,122,64,112,1
4160,CA,93257,Wells_FIB,1375,06012598,6,0.6619,-0.41,120,90,293,2
4161,PA,15206,Discover,7522,10011806,10,0.3610,-1.02,130,55,286,2
4162,CA,90247,Associates,1092,05012787,5,0.9340,-0.07,131,67,102,1
4163,TX,77043,Discover,2886,02014529,2,0.6290,-0.46,146,51,321,1
4164,MD,21231,Wells,6866,07012523,7,0.5353,-0.62,142,28,105,4
4165,IL,60636,Discover,2161,01018212,1,0.1623,-1.82,128,75,95,1
4166,NM,88355,Wells,462,02014566,2,0.5265,-0.64,128,22,5,2
4167,FL,33952,Bank_Of_Am,2979,01019454,1,0.7637,-0.27,116,44,47,1
4168,IL,60639,Associates,1404,05012867,5,0.1388,-1.98,139,48,143,1
4169,FL,32244,Discover,3479,01016880,1,0.5336,-0.63,107,33,37,2
4170,MI,48075,Chase_Bony,2496,03013382,3,0.9112,-0.09,111,10,34,1
4171,IN,46902,Associates,2033,06012653,6,0.0417,-3.18,125,86,82,3
4172,FL,32805,Discover,2935,06012689,6,0.9828,-0.02,127,81,83,2
4173,TX,78516,Discover,3409,10011653,10,0.6109,-0.49,129,25,106,1
4174,MI,49417,Associates,2873,03013406,3,0.8325,-0.18,113,97,23,1
4175,FL,32127,Discover,3637,07012535,7,0.7988,-0.22,77,17,23,1
4176,ME,03904,Discover,4142,08012286,8,0.7150,-0.34,142,89,69,2
4177,FL,32313,Discover,1465,04923185,4,0.9419,-0.06,113,14,32,2
4178,OH,43215,Discover,2719,04013265,4,0.3881,-0.95,123,74,13,3
4179,CA,92234,Wells,1148,09011982,9,0.6464,-0.44,137,64,5,2
4180,NY,10016,Bank_Of_Am,3047,03013586,3,0.9557,-0.05,113,36,57,2
4181,CA,95926,Bank_Of_Am,1808,07012367,7,0.2368,-1.44,145,87,2,1
4182,CA,94014,Bank_Of_Am,492,07012358,7,0.2661,-1.32,117,13,44,1
4183,CA,90068,Bank_Of_Am,280,04013285,4,0.2851,-1.25,119,25,2,2
4184,TX,78741,Chase_Rev,2282,06012597,6,0.2934,-1.23,112,13,80,1
4185,OH,44512,Discover,3681,09012046,9,0.4352,-0.83,104,35,135,7
4186,CA,93722,Wells,1071,08000000,8,0.7141,-0.34,140,10,8,3
4187,VT,05488,Discover,8785,10011556,10,0.7405,-0.3,105,52,124,1
4188,NY,10029,Discover,2336,01015351,1,0.9296,-0.07,117,12,164,1
4189,CA,90280,Wells,4203,02014547,2,0.1274,-2.06,94,46,84,3
4190,LA,70356,Wells,4047,02925374,2,0.4788,-0.74,108,48,60,17
4191,OK,74115,Chase,1623,03013655,3,0.2195,-1.52,136,20,52,2
4192,TX,78240,Associates,4076,10011277,10,0.0047,-5.37,114,97,30,1
4193,GA,30260,Bank_Of_Am,7047,01019270,1,0.7488,-0.29,124,31,6,1
4194,WA,99114,Discover,5929,09012102,9,0.9208,-0.08,122,88,52,1
4195,MI,49085,Discover,3783,05012852,5,0.5323,-0.63,129,62,173,8
4196,TX,76520,Bank_Of_Am,6619,06012729,6,0.5415,-0.61,140,90,87,7
4197,MN,55420,Chase,3356,02925500,2,0.7909,-0.23,145,89,69,4
4198,CA,95126,Wells,2057,02014468,2,0.6598,-0.42,107,66,120,1
4199,CA,91405,Associates,3172,07012408,7,0.1752,-1.74,143,63,66,3
4200,GA,30157,Chase,9030,06012574,6,0.7478,-0.29,100,10,73,1
4201,TN,37334,Chase,3417,04013011,4,0.0388,-3.25,123,63,51,1
4202,CA,95330,Bank_Of_Am,2311,01019377,1,0.1715,-1.76,139,33,99,4
4203,TX,76001,Wells,1448,07012412,7,0.6729,-0.4,132,88,4,4
4204,CA,92675,Bank_Of_Am,3835,06922535,6,0.1983,-1.62,114,74,12,1
4205,NY,10468,Bank_Of_Am,7197,02014748,2,0.4754,-0.74,118,64,91,1
4206,TX,78076,Chase,1181,09012103,9,0.3679,-1,137,3,85,4
4207,CA,93654,Wells,1551,03013378,3,0.3725,-0.99,134,94,54,4
4208,CA,92069,Associates,1875,05012809,5,0.8803,-0.13,120,80,130,2
4209,CA,92407,Chase_Rev,6989,09011963,9,0.2060,-1.58,126,73,18,5
4210,NM,87048,Associates,1386,07012359,7,0.8352,-0.18,95,69,77,1
4211,OH,45215,Associates,2302,01016778,1,0.8051,-0.22,111,37,35,1
4212,ME,03909,Bank_Of_Am,1222,03013468,3,0.6370,-0.45,108,54,107,10
4213,NH,03243,Chase_Rev,2202,03923972,3,0.8905,-0.12,129,27,117,1
4214,MN,55104,Associates,761,05012940,5,0.7155,-0.33,138,47,2,1
4215,CT,06110,Bank_Of_Am,1953,03013638,3,0.2206,-1.51,130,3,79,2
4216,PA,19002,Chase_Rev,3038,04013106,4,0.6426,-0.44,88,31,329,4
4217,MI,48047,Discover,1685,03013599,3,0.3822,-0.96,125,4,74,9
4218,CA,91504,Wells,1171,01019444,1,0.0663,-2.71,130,85,101,1
4219,CA,95690,Bank_Of_Am,2457,01016272,1,0.6950,-0.36,126,45,43,2
4220,NY,14081,Discover,1499,06012701,6,0.4138,-0.88,117,64,130,3
4221,CA,94544,Discover,2316,10011842,10,0.2145,-1.54,128,35,91,2
4222,MI,49505,Associates,4764,03013355,3,0.0210,-3.86,129,41,24,1
4223,CA,95035,Wells,2012,04013125,4,0.1552,-1.86,122,90,84,1
4224,AZ,86514,Bank_Of_Am,2075,08012239,8,0.0593,-2.83,89,55,79,1
4225,CO,80122,Associates,2527,03013395,3,0.3618,-1.02,136,29,34,3
4226,PA,19061,Associates,1135,04013075,4,0.8023,-0.22,143,34,187,1
4227,CA,92324,Bank_Of_Am,6695,10011457,10,0.1042,-2.26,131,86,1,1
4228,AL,36532,Bank_Of_Am,4889,03013616,3,0.1612,-1.83,140,58,87,21
4229,IL,62292,Discover,1698,02013718,2,0.4203,-0.87,130,63,367,1
4230,CA,95687,Wells,3222,05012968,5,0.5143,-0.66,106,39,87,3
4231,MO,64155,Associates,4844,05012780,5,0.5513,-0.6,94,59,78,1
4232,IL,60619,Chase_Rev,2079,03013314,3,0.7781,-0.25,119,96,48,9
4233,WA,98107,Bank_Of_Am,10059,10011554,10,0.4802,-0.73,133,45,50,42
4234,CA,90003,Chase,3903,07012546,7,0.7287,-0.32,121,61,48,1
4235,LA,70346,Discover,2957,05012999,5,0.6253,-0.47,108,66,38,1
4236,FL,32726,Associates,1922,01017170,1,0.2217,-1.51,144,35,108,2
4237,CT,06106,Discover,1598,03013332,3,0.3502,-1.05,119,99,67,2
4238,WV,26301,Discover,3280,06012638,6,0.3422,-1.07,129,95,217,8
4239,PA,15131,Discover,1887,04013274,4,0.2439,-1.41,116,32,20,1
4240,OK,74730,Discover,2151,04013138,4,0.2975,-1.21,137,9,95,2
4241,TX,75165,Discover,4677,10010158,10,0.5417,-0.61,122,93,80,2
4242,NY,12550,Discover,2330,02014084,2,0.0925,-2.38,124,34,99,1
4243,CA,95678,Wells,2701,03013501,3,0.6990,-0.36,97,28,20,12
4244,DE,19933,Discover,1496,08012176,8,0.2261,-1.49,110,2,91,5
4245,OH,43016,Discover,3637,06012578,6,0.2630,-1.34,134,71,112,1
